標題,筆記,網址,標籤,留言
南方澳眼鏡．生魚片活海鮮,阿達ADA,https://www.google.com/maps/place/%E5%8D%97%E6%96%B9%E6%BE%B3%E7%9C%BC%E9%8F%A1%EF%BC%8E%E7%94%9F%E9%AD%9A%E7%89%87%E6%B4%BB%E6%B5%B7%E9%AE%AE/data=!4m2!3m1!1s0x3467e9ad7061d489:0x4131fd307a89abf4,,
曾氏福建炒麵-關新店｜十年老字號｜臺灣第一福建炒麵品牌｜新竹快炒｜光復路美食｜熱炒｜竹科美食｜新竹美食｜炒飯,蛇丸,https://www.google.com/maps/place/%E6%9B%BE%E6%B0%8F%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5-%E9%97%9C%E6%96%B0%E5%BA%97%EF%BD%9C%E5%8D%81%E5%B9%B4%E8%80%81%E5%AD%97%E8%99%9F%EF%BD%9C%E8%87%BA%E7%81%A3%E7%AC%AC%E4%B8%80%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5%E5%93%81%E7%89%8C%EF%BD%9C%E6%96%B0%E7%AB%B9%E5%BF%AB%E7%82%92%EF%BD%9C%E5%85%89%E5%BE%A9%E8%B7%AF%E7%BE%8E%E9%A3%9F%EF%BD%9C%E7%86%B1%E7%82%92%EF%BD%9C%E7%AB%B9%E7%A7%91%E7%BE%8E%E9%A3%9F%EF%BD%9C%E6%96%B0%E7%AB%B9%E7%BE%8E%E9%A3%9F%EF%BD%9C%E7%82%92%E9%A3%AF/data=!4m2!3m1!1s0x34683743ca8e7bdb:0x6d6a7c1cbe2409eb,,
曾氏福建炒麵-中正東店｜十年老字號｜臺灣第一福建炒麵品牌｜竹北中正東路美食｜快炒｜熱炒｜小吃｜炒飯,蛇丸,https://www.google.com/maps/place/%E6%9B%BE%E6%B0%8F%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5-%E4%B8%AD%E6%AD%A3%E6%9D%B1%E5%BA%97%EF%BD%9C%E5%8D%81%E5%B9%B4%E8%80%81%E5%AD%97%E8%99%9F%EF%BD%9C%E8%87%BA%E7%81%A3%E7%AC%AC%E4%B8%80%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5%E5%93%81%E7%89%8C%EF%BD%9C%E7%AB%B9%E5%8C%97%E4%B8%AD%E6%AD%A3%E6%9D%B1%E8%B7%AF%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%BF%AB%E7%82%92%EF%BD%9C%E7%86%B1%E7%82%92%EF%BD%9C%E5%B0%8F%E5%90%83%EF%BD%9C%E7%82%92%E9%A3%AF/data=!4m2!3m1!1s0x346837c95056d2fb:0x67f7efe359ce2b09,,
曾氏福建炒麵-鳳山店｜十年老字號｜臺灣第一福建炒麵品牌｜中山路美食｜鳳山美食｜小吃｜麵店,蛇丸,https://www.google.com/maps/place/%E6%9B%BE%E6%B0%8F%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5-%E9%B3%B3%E5%B1%B1%E5%BA%97%EF%BD%9C%E5%8D%81%E5%B9%B4%E8%80%81%E5%AD%97%E8%99%9F%EF%BD%9C%E8%87%BA%E7%81%A3%E7%AC%AC%E4%B8%80%E7%A6%8F%E5%BB%BA%E7%82%92%E9%BA%B5%E5%93%81%E7%89%8C%EF%BD%9C%E4%B8%AD%E5%B1%B1%E8%B7%AF%E7%BE%8E%E9%A3%9F%EF%BD%9C%E9%B3%B3%E5%B1%B1%E7%BE%8E%E9%A3%9F%EF%BD%9C%E5%B0%8F%E5%90%83%EF%BD%9C%E9%BA%B5%E5%BA%97/data=!4m2!3m1!1s0x346e1bc49645ed41:0x6193d63759b2caa7,,
鳳山中山路港都牛肉麵,"蛇丸
半筋半肉",https://www.google.com/maps/place/%E9%B3%B3%E5%B1%B1%E4%B8%AD%E5%B1%B1%E8%B7%AF%E6%B8%AF%E9%83%BD%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m2!3m1!1s0x346e1b46e431c211:0x16e6e20f21668d13,,
老張愛玉冰,蛇丸,https://www.google.com/maps/place/%E8%80%81%E5%BC%B5%E6%84%9B%E7%8E%89%E5%86%B0/data=!4m2!3m1!1s0x346e1b3816523d8d:0xf30f1533703a67b6,,
橫油條創意美食-鳳山美食推薦|素食小吃|銅板小吃|創意料理|鮮奶麻糬|特色小吃|小吃推薦|首創料理,蛇丸,https://www.google.com/maps/place/%E6%A9%AB%E6%B2%B9%E6%A2%9D%E5%89%B5%E6%84%8F%E7%BE%8E%E9%A3%9F-%E9%B3%B3%E5%B1%B1%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6%7C%E7%B4%A0%E9%A3%9F%E5%B0%8F%E5%90%83%7C%E9%8A%85%E6%9D%BF%E5%B0%8F%E5%90%83%7C%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86%7C%E9%AE%AE%E5%A5%B6%E9%BA%BB%E7%B3%AC%7C%E7%89%B9%E8%89%B2%E5%B0%8F%E5%90%83%7C%E5%B0%8F%E5%90%83%E6%8E%A8%E8%96%A6%7C%E9%A6%96%E5%89%B5%E6%96%99%E7%90%86/data=!4m2!3m1!1s0x346e1b7c8dbe1601:0x618990a1b5ad1999,,
倆伯羊肉,"蛇丸
三杯排骨/羊肉湯/沙茶羊肉/涼拌牛雜",https://www.google.com/maps/place/%E5%80%86%E4%BC%AF%E7%BE%8A%E8%82%89/data=!4m2!3m1!1s0x346e1b3f4d149013:0x320a9fa3c0a0d16a,,
廣招英溫州餛飩 鳳山店,"蛇丸
餛飩湯/木瓜牛奶/肉圓",https://www.google.com/maps/place/%E5%BB%A3%E6%8B%9B%E8%8B%B1%E6%BA%AB%E5%B7%9E%E9%A4%9B%E9%A3%A9+%E9%B3%B3%E5%B1%B1%E5%BA%97/data=!4m2!3m1!1s0x346e1b3f5a71d879:0xbf22a2db2af10c1,,
樂法Le Phare - 大東店,"蛇丸
蘋果柳橙(老饕三倍蘋果)",https://www.google.com/maps/place/%E6%A8%82%E6%B3%95Le+Phare+-+%E5%A4%A7%E6%9D%B1%E5%BA%97/data=!4m2!3m1!1s0x346e1b00612a62bf:0x983c325bdcd3390b,,
大東文化藝術中心,蛇丸,https://www.google.com/maps/place/%E5%A4%A7%E6%9D%B1%E6%96%87%E5%8C%96%E8%97%9D%E8%A1%93%E4%B8%AD%E5%BF%83/data=!4m2!3m1!1s0x346e1b3f790e2ff3:0xb81edd0b0258dc0a,,
許 天橋下當歸鴨,蛇丸,https://www.google.com/maps/place/%E8%A8%B1+%E5%A4%A9%E6%A9%8B%E4%B8%8B%E7%95%B6%E6%AD%B8%E9%B4%A8/data=!4m2!3m1!1s0x3442a921a0035587:0x5d31ed59ead258b0,,
正義台灣牛肉,"蛇丸
番茄炒牛肉/牛雜湯",https://www.google.com/maps/place/%E6%AD%A3%E7%BE%A9%E5%8F%B0%E7%81%A3%E7%89%9B%E8%82%89/data=!4m2!3m1!1s0x3442a925f2c915df:0x3b131a8ed2233ea5,,
高家肉粥,蛇丸,https://www.google.com/maps/place/%E9%AB%98%E5%AE%B6%E8%82%89%E7%B2%A5/data=!4m2!3m1!1s0x3442a9e0311989cb:0x2a2353eb301f8361,,
忠義廟口清粥小菜,"蛇丸
討論區推薦",https://www.google.com/maps/place/%E5%BF%A0%E7%BE%A9%E5%BB%9F%E5%8F%A3%E6%B8%85%E7%B2%A5%E5%B0%8F%E8%8F%9C/data=!4m2!3m1!1s0x3442a970a8b4aa93:0x5e590f7ab063cfe6,,
三重 正土味傳統手工豆花（勿電話訂餐，請加line@554htoih 線上點餐,蛇丸,https://www.google.com/maps/place/%E4%B8%89%E9%87%8D+%E6%AD%A3%E5%9C%9F%E5%91%B3%E5%82%B3%E7%B5%B1%E6%89%8B%E5%B7%A5%E8%B1%86%E8%8A%B1%EF%BC%88%E5%8B%BF%E9%9B%BB%E8%A9%B1%E8%A8%82%E9%A4%90%EF%BC%8C%E8%AB%8B%E5%8A%A0line@554htoih+%E7%B7%9A%E4%B8%8A%E9%BB%9E%E9%A4%90/data=!4m2!3m1!1s0x3442a9029fe911fb:0x125184e8f1d3b9ff,,
蘆洲忠義廟,"蛇丸
晚上熱炒店",https://www.google.com/maps/place/%E8%98%86%E6%B4%B2%E5%BF%A0%E7%BE%A9%E5%BB%9F/data=!4m2!3m1!1s0x3442a8ba6918ff8d:0x7134f0baf8467aae,,
台東老林記滷味麵食館,蛇丸,https://www.google.com/maps/place/%E5%8F%B0%E6%9D%B1%E8%80%81%E6%9E%97%E8%A8%98%E6%BB%B7%E5%91%B3%E9%BA%B5%E9%A3%9F%E9%A4%A8/data=!4m2!3m1!1s0x34693d9ad94cc0c9:0x884350086af1220b,,
美村路魚市米糕,"米糕/小腸豬血湯
蛇丸",https://www.google.com/maps/place/%E7%BE%8E%E6%9D%91%E8%B7%AF%E9%AD%9A%E5%B8%82%E7%B1%B3%E7%B3%95/data=!4m2!3m1!1s0x34693d9c68ba0a8d:0x26f326c77439caa1,,
激旨燒鳥 美村加盟店,蛇丸,https://www.google.com/maps/place/%E6%BF%80%E6%97%A8%E7%87%92%E9%B3%A5+%E7%BE%8E%E6%9D%91%E5%8A%A0%E7%9B%9F%E5%BA%97/data=!4m2!3m1!1s0x34693d9c165a0739:0x3cef33239b1f894e,,
法大炸雞 Fukdup Fried Chicken - 精誠總店,蛇丸,https://www.google.com/maps/place/%E6%B3%95%E5%A4%A7%E7%82%B8%E9%9B%9E+Fukdup+Fried+Chicken+-+%E7%B2%BE%E8%AA%A0%E7%B8%BD%E5%BA%97/data=!4m2!3m1!1s0x34693d55db05d155:0x9b9b31a2c9a308f3,,
幻覺博物館-台中,蛇丸,https://www.google.com/maps/place/%E5%B9%BB%E8%A6%BA%E5%8D%9A%E7%89%A9%E9%A4%A8-%E5%8F%B0%E4%B8%AD/data=!4m2!3m1!1s0x34693d5fda791845:0xfd6609c779e1a346,,
一穗禾心製麵,"滷排伴麵/炸餛飩/紫薯薄撐/鮮肉生煎包
蛇丸",https://www.google.com/maps/place/%E4%B8%80%E7%A9%97%E7%A6%BE%E5%BF%83%E8%A3%BD%E9%BA%B5/data=!4m2!3m1!1s0x34693dc699c031af:0xfaf30723805ca934,,
GG吉季韓國美食餐飲房,"三家GG姊妹店/石鍋拌飯
徐海莉",https://www.google.com/maps/place/GG%E5%90%89%E5%AD%A3%E9%9F%93%E5%9C%8B%E7%BE%8E%E9%A3%9F%E9%A4%90%E9%A3%B2%E6%88%BF/data=!4m2!3m1!1s0x3442abe44a9e3321:0x71940b5a60df59da,,
季吉GG韓國餐館,"三家GG姊妹店/石鍋拌飯
徐海莉",https://www.google.com/maps/place/%E5%AD%A3%E5%90%89GG%E9%9F%93%E5%9C%8B%E9%A4%90%E9%A4%A8/data=!4m2!3m1!1s0x3442abeeea8a6a51:0xf33add11c1c9eb45,,
GG 季吉韓國美食餐飲房,"三家GG姊妹店/石鍋拌飯
徐海莉",https://www.google.com/maps/place/GG+%E5%AD%A3%E5%90%89%E9%9F%93%E5%9C%8B%E7%BE%8E%E9%A3%9F%E9%A4%90%E9%A3%B2%E6%88%BF/data=!4m2!3m1!1s0x3442abe8f6ab1537:0x59624775029f1279,,
韓華園-韓式中華料理 竹北店,"炒碼麵/半半麵/糖醋肉
徐海莉",https://www.google.com/maps/place/%E9%9F%93%E8%8F%AF%E5%9C%92-%E9%9F%93%E5%BC%8F%E4%B8%AD%E8%8F%AF%E6%96%99%E7%90%86+%E7%AB%B9%E5%8C%97%E5%BA%97/data=!4m2!3m1!1s0x346837a165b92625:0xf6b479876906741b,,
BANCO 窯烤 Pizza 八德門市,"義大利麵、燉飯
徐海莉",https://www.google.com/maps/place/BANCO+%E7%AA%AF%E7%83%A4+Pizza+%E5%85%AB%E5%BE%B7%E9%96%80%E5%B8%82/data=!4m2!3m1!1s0x3442abc22f42bd9f:0xe5a345ae0d04f99,,
內灣圓樓人文客家餐廳,賴爸,https://www.google.com/maps/place/%E5%85%A7%E7%81%A3%E5%9C%93%E6%A8%93%E4%BA%BA%E6%96%87%E5%AE%A2%E5%AE%B6%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x3468418ed6c005ab:0x9a9ec9229786979b,,
【腹響圓上海食府】亞太十大名廚｜頂級江浙料理｜上海名菜 (推薦 公館商圈 台大附近 捷運站美食 餐廳),"東坡肉
徐海莉",https://www.google.com/maps/place/%E3%80%90%E8%85%B9%E9%9F%BF%E5%9C%93%E4%B8%8A%E6%B5%B7%E9%A3%9F%E5%BA%9C%E3%80%91%E4%BA%9E%E5%A4%AA%E5%8D%81%E5%A4%A7%E5%90%8D%E5%BB%9A%EF%BD%9C%E9%A0%82%E7%B4%9A%E6%B1%9F%E6%B5%99%E6%96%99%E7%90%86%EF%BD%9C%E4%B8%8A%E6%B5%B7%E5%90%8D%E8%8F%9C+(%E6%8E%A8%E8%96%A6+%E5%85%AC%E9%A4%A8%E5%95%86%E5%9C%88+%E5%8F%B0%E5%A4%A7%E9%99%84%E8%BF%91+%E6%8D%B7%E9%81%8B%E7%AB%99%E7%BE%8E%E9%A3%9F+%E9%A4%90%E5%BB%B3)/data=!4m2!3m1!1s0x3442a96c759596f1:0x84ee3c6e79fd8f83,,
怪獸起司火雞烤冷麵,拿拿摳,https://www.google.com/maps/place/%E6%80%AA%E7%8D%B8%E8%B5%B7%E5%8F%B8%E7%81%AB%E9%9B%9E%E7%83%A4%E5%86%B7%E9%BA%B5/data=!4m2!3m1!1s0x3442af78612138df:0x3f96c9125a8f3a74,,
花藏雪 手作雪氷,拿拿摳,https://www.google.com/maps/place/%E8%8A%B1%E8%97%8F%E9%9B%AA+%E6%89%8B%E4%BD%9C%E9%9B%AA%E6%B0%B7/data=!4m2!3m1!1s0x3442aea537f6a5a3:0x70f0141713344a6c,,
燒烤杏鮑菇,拿拿摳,https://www.google.com/maps/place/%E7%87%92%E7%83%A4%E6%9D%8F%E9%AE%91%E8%8F%87/data=!4m2!3m1!1s0x3442aebabd5a33cd:0x9638b326968530a1,,
簡記木瓜牛奶,拿拿摳,https://www.google.com/maps/place/%E7%B0%A1%E8%A8%98%E6%9C%A8%E7%93%9C%E7%89%9B%E5%A5%B6/data=!4m2!3m1!1s0x3442aebabcbdcf19:0xac312329e09023dd,,
士林廟口阿輝麵線,拿拿摳,https://www.google.com/maps/place/%E5%A3%AB%E6%9E%97%E5%BB%9F%E5%8F%A3%E9%98%BF%E8%BC%9D%E9%BA%B5%E7%B7%9A/data=!4m2!3m1!1s0x3442aebaa4c8e1ed:0xbccb5fce7599bf03,,
萬物拔絲,拿拿摳,https://www.google.com/maps/place/%E8%90%AC%E7%89%A9%E6%8B%94%E7%B5%B2/data=!4m2!3m1!1s0x3442afb25025f49b:0x6802fd3eb12264bb,,
好朋友涼麵,拿拿摳,https://www.google.com/maps/place/%E5%A5%BD%E6%9C%8B%E5%8F%8B%E6%B6%BC%E9%BA%B5/data=!4m2!3m1!1s0x3442aebaad30b26b:0xb081e0513ba8b0c1,,
家鄉碳烤香雞排 士林店,拿拿摳,https://www.google.com/maps/place/%E5%AE%B6%E9%84%89%E7%A2%B3%E7%83%A4%E9%A6%99%E9%9B%9E%E6%8E%92+%E5%A3%AB%E6%9E%97%E5%BA%97/data=!4m2!3m1!1s0x3442aeb0156aa64d:0x9ea7e1921b439c8f,,
王子起司馬鈴薯,拿拿摳,https://www.google.com/maps/place/%E7%8E%8B%E5%AD%90%E8%B5%B7%E5%8F%B8%E9%A6%AC%E9%88%B4%E8%96%AF/data=!4m2!3m1!1s0x3442aeaff8686545:0xa23c4c90d4ce1cec,,
