店名,地址,網址,餐飲類型,來源清單,是否曾去過,距離住家(公里),人均消費預估(元),備註
厝秘 功夫菜 手路湯（甘肅店）,407台灣臺中市西屯區大河里甘肅路二段115號,https://www.google.com/maps/place/%E5%8E%9D%E7%A7%98+%E5%8A%9F%E5%A4%AB%E8%8F%9C+%E6%89%8B%E8%B7%AF%E6%B9%AF%EF%BC%88%E7%94%98%E8%82%85%E5%BA%97%EF%BC%89/data=!4m2!3m1!1s0x346917d45f2dba1f:0x352664a86b1fce24,中式,想去的地點,否,78.39,120,
真的好海鮮餐廳,106台灣臺北市大安區義村里復興南路一段222號1樓,https://www.google.com/maps/place/%E7%9C%9F%E7%9A%84%E5%A5%BD%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x3442abdb9330cb57:0x2d4a362908bfe7d5,中式,想去的地點,否,62.59,450,過橋鮑魚
Smoker煙燻,403台灣臺中市西區雙龍里模範街1巷13號,https://www.google.com/maps/place/Smoker%E7%85%99%E7%87%BB/data=!4m2!3m1!1s0x34693d9fd853d585:0xe8bda14b167d7c0d,其他,想去的地點,否,80.65,150,thread
慕泥灰咖啡向上店,403台灣臺中市西區公益里華美街244號,https://www.google.com/maps/place/%E6%85%95%E6%B3%A5%E7%81%B0%E5%92%96%E5%95%A1%E5%90%91%E4%B8%8A%E5%BA%97/data=!4m2!3m1!1s0x34693d79b089f187:0xbe7ee5b6dbb5a21b,其他,想去的地點,否,80.77,150,thread
洄味牛肉麵崇德店,404016台灣臺中市北區崇德里崇德路一段498號,https://www.google.com/maps/place/%E6%B4%84%E5%91%B3%E7%89%9B%E8%82%89%E9%BA%B5%E5%B4%87%E5%BE%B7%E5%BA%97/data=!4m2!3m1!1s0x34691778850044f1:0x14d8a2e2bdf02e00,中式,想去的地點,否,78.12,120,thread
合榭HOSIC精緻鐵板料理-忠孝店,40248台灣臺中市南區忠孝路187號,https://www.google.com/maps/place/%E5%90%88%E6%A6%ADHOSIC%E7%B2%BE%E7%B7%BB%E9%90%B5%E6%9D%BF%E6%96%99%E7%90%86-%E5%BF%A0%E5%AD%9D%E5%BA%97/data=!4m2!3m1!1s0x34693d17563e28d9:0xdbba881b71dabc5b,其他,想去的地點,否,81.68,150,thread
頭份｜燒肉政宗 YAKINIKU MASAMUNE,351台灣苗栗縣頭份市尚順路60號1樓,https://www.google.com/maps/place/%E9%A0%AD%E4%BB%BD%EF%BD%9C%E7%87%92%E8%82%89%E6%94%BF%E5%AE%97+YAKINIKU+MASAMUNE/data=!4m2!3m1!1s0x34684d3cda751c6f:0xb51f0d7c3c91d417,其他,想去的地點,否,16.0,150,
下呂溫泉 懷石旅館 水鳳園,"2519-1 Mori, Gero, Gifu 509-2202日本",https://www.google.com/maps/place/%E4%B8%8B%E5%91%82%E6%BA%AB%E6%B3%89+%E6%87%B7%E7%9F%B3%E6%97%85%E9%A4%A8+%E6%B0%B4%E9%B3%B3%E5%9C%92/data=!4m2!3m1!1s0x6002dbb5e6ff18bb:0xd3353d1087ca7ce5,其他,想去的地點,否,1978.79,150,
海味-海鮮鍋燒海鮮粥,805台灣高雄市旗津區北汕里旗津三路300號,https://www.google.com/maps/place/%E6%B5%B7%E5%91%B3-%E6%B5%B7%E9%AE%AE%E9%8D%8B%E7%87%92%E6%B5%B7%E9%AE%AE%E7%B2%A5/data=!4m2!3m1!1s0x346e0300a5c50587:0x93ef1d0d7b87a1d8,中式,想去的地點,否,256.32,450,仲生推薦
萬二小吃店,805台灣高雄市旗津區南汕里北汕巷50-60號號,https://www.google.com/maps/place/%E8%90%AC%E4%BA%8C%E5%B0%8F%E5%90%83%E5%BA%97/data=!4m2!3m1!1s0x346e03af7fa2d71d:0xb732399f0fd291f0,中式,想去的地點,否,257.06,120,
萬三小吃部,805台灣高雄市旗津區上竹里中洲二路162號,https://www.google.com/maps/place/%E8%90%AC%E4%B8%89%E5%B0%8F%E5%90%83%E9%83%A8/data=!4m2!3m1!1s0x346e03a94ed6ee2d:0x80f4b9dcada40297,中式,想去的地點,否,258.0,120,
品芫麵食館,300台灣新竹市東區振興里南大路450號,https://www.google.com/maps/place/%E5%93%81%E8%8A%AB%E9%BA%B5%E9%A3%9F%E9%A4%A8/data=!4m2!3m1!1s0x346835c469970ceb:0xa9ef7ba53467f1f0,中式,想去的地點,否,2.21,120,排骨炒飯
Sushi Yuraku,"日本〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−19−12 横浜スカイビル 10F",https://www.google.com/maps/place/Sushi+Yuraku/data=!4m2!3m1!1s0x34e569f875571127:0xb406f718f9d433ee,其他,想去的地點,否,2143.07,150,
Naochan Ramen,"日本〒900-0034 Okinawa, Naha, Higashimachi, 4−14 East Town, １階",https://www.google.com/maps/place/Naochan+Ramen/data=!4m2!3m1!1s0x34e569f193058a99:0x5666138dd98def36,其他,想去的地點,否,690.12,150,
Kurumaebi Kitchen TAMAYA,"285 Untenbaru, Nago, Okinawa 905-1634日本",https://www.google.com/maps/place/Kurumaebi+Kitchen+TAMAYA/data=!4m2!3m1!1s0x34e4574895bc491f:0x733e31440ad76470,其他,想去的地點,否,733.71,150,
うるま市民食堂（うるマルシェ）,"183-3 Maehara, Uruma, Okinawa 904-2235日本",https://www.google.com/maps/place/%E3%81%86%E3%82%8B%E3%81%BE%E5%B8%82%E6%B0%91%E9%A3%9F%E5%A0%82%EF%BC%88%E3%81%86%E3%82%8B%E3%83%9E%E3%83%AB%E3%82%B7%E3%82%A7%EF%BC%89/data=!4m2!3m1!1s0x34e50fd44679c851:0x2e60c3d6f5218ed7,中式,想去的地點,否,709.8,120,
林家乾麵,100台灣臺北市中正區龍光里泉州街11號,https://www.google.com/maps/place/%E6%9E%97%E5%AE%B6%E4%B9%BE%E9%BA%B5/data=!4m2!3m1!1s0x3442a9a28000332b:0x511b4817fbd2276,中式,想去的地點,否,59.48,120,
三灣鵝肉(無接受訂位、公休日公告.粉專為主),352台灣苗栗縣三灣鄉三灣村中正路28號,https://www.google.com/maps/place/%E4%B8%89%E7%81%A3%E9%B5%9D%E8%82%89(%E7%84%A1%E6%8E%A5%E5%8F%97%E8%A8%82%E4%BD%8D%E3%80%81%E5%85%AC%E4%BC%91%E6%97%A5%E5%85%AC%E5%91%8A.%E7%B2%89%E5%B0%88%E7%82%BA%E4%B8%BB)/data=!4m2!3m1!1s0x34684db1ea853c7f:0x8ee8ff16b6b8de0e,中式,想去的地點,否,18.51,120,
父山白俠粥品專賣店 竹北門市,302045台灣新竹縣竹北市福德里博愛街337號,https://www.google.com/maps/place/%E7%88%B6%E5%B1%B1%E7%99%BD%E4%BF%A0%E7%B2%A5%E5%93%81%E5%B0%88%E8%B3%A3%E5%BA%97+%E7%AB%B9%E5%8C%97%E9%96%80%E5%B8%82/data=!4m2!3m1!1s0x346837a88cedbe9f:0x6ddc1bf18133bc96,中式,想去的地點,否,4.12,120,
ago義大利麵,300台灣新竹市北區潛園里西大路469-1號,https://www.google.com/maps/place/ago%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5/data=!4m2!3m1!1s0x3468357b5f98cd41:0xf830dd095177f647,義式,想去的地點,否,1.63,350,
上允生魚片·丼飯·握壽司·關東煮外帶專門（南寮店）,300台灣新竹市北區南寮里榮濱路48巷2號,https://www.google.com/maps/place/%E4%B8%8A%E5%85%81%E7%94%9F%E9%AD%9A%E7%89%87%C2%B7%E4%B8%BC%E9%A3%AF%C2%B7%E6%8F%A1%E5%A3%BD%E5%8F%B8%C2%B7%E9%97%9C%E6%9D%B1%E7%85%AE%E5%A4%96%E5%B8%B6%E5%B0%88%E9%96%80%EF%BC%88%E5%8D%97%E5%AF%AE%E5%BA%97%EF%BC%89/data=!4m2!3m1!1s0x346835037f9d2411:0x90fcc91a16a7ad6d,日式,想去的地點,否,5.17,300,ig，平日，外帶
新予小館 GIVE,302台灣新竹縣竹北市文化里文義街326號,https://www.google.com/maps/place/%E6%96%B0%E4%BA%88%E5%B0%8F%E9%A4%A8+GIVE/data=!4m2!3m1!1s0x3468370510db5a55:0x9b62a0c3e05caa2d,其他,想去的地點,否,4.32,150,鴨胸、肋排、魚排
Coffee&Egg 竹北分舖,302台灣新竹縣竹北市東興里嘉興路429號,https://www.google.com/maps/place/Coffee%26Egg+%E7%AB%B9%E5%8C%97%E5%88%86%E8%88%96/data=!4m2!3m1!1s0x3468377f2c317ae1:0x37eb2195fdd3a7d8,其他,想去的地點,否,5.91,150,
三六食府(原36美食),106台灣臺北市大安區古莊里師大路92巷13號,https://www.google.com/maps/place/%E4%B8%89%E5%85%AD%E9%A3%9F%E5%BA%9C(%E5%8E%9F36%E7%BE%8E%E9%A3%9F)/data=!4m2!3m1!1s0x3442abdc4d95636d:0xe8a78f5ffeec5ee8,中式,想去的地點,否,60.39,120,黃仁勳 椒麻拌麵
肉屋 ししや,"3 Chome-1-1 Makishi, Naha, Okinawa 900-0013日本",https://www.google.com/maps/place/%E8%82%89%E5%B1%8B+%E3%81%97%E3%81%97%E3%82%84/data=!4m2!3m1!1s0x34e5697a716e84b1:0x10883597ca4b1cb7,其他,想去的地點,否,691.47,150,
燒肉吉室,260台灣宜蘭縣宜蘭市東村里女中路一段295號,https://www.google.com/maps/place/%E7%87%92%E8%82%89%E5%90%89%E5%AE%A4/data=!4m2!3m1!1s0x3467e5c87aa54669:0x29a90919b7584451,其他,想去的地點,否,79.99,150,
川炁 飯麵館(每月公休請看粉專),302台灣新竹縣竹北市莊敬六街109號,https://www.google.com/maps/place/%E5%B7%9D%E7%82%81+%E9%A3%AF%E9%BA%B5%E9%A4%A8(%E6%AF%8F%E6%9C%88%E5%85%AC%E4%BC%91%E8%AB%8B%E7%9C%8B%E7%B2%89%E5%B0%88)/data=!4m2!3m1!1s0x34683735701d3175:0x6b62143ae0691a2a,中式,想去的地點,否,5.64,120,菁菁
Gyutan no Lemon,"日本〒111-0032 Tokyo, Taito City, Asakusa, 2 Chome−9−13 TACT浅草 2F",https://www.google.com/maps/place/Gyutan+no+Lemon/data=!4m2!3m1!1s0x60188f002ad0ce1b:0x39927de3d98ec013,其他,想去的地點,否,2169.76,150,牛舌
夯臭豆腐 南寮連鎖店,300台灣新竹市北區海濱里天府路二段81-2號,https://www.google.com/maps/place/%E5%A4%AF%E8%87%AD%E8%B1%86%E8%85%90+%E5%8D%97%E5%AF%AE%E9%80%A3%E9%8E%96%E5%BA%97/data=!4m2!3m1!1s0x346835a84d4c7db5:0x18515ca501384fb7,中式,想去的地點,否,5.28,120,
陳記台南碗粿,350台灣苗栗縣竹南鎮照南里自由街64號350,https://www.google.com/maps/place/%E9%99%B3%E8%A8%98%E5%8F%B0%E5%8D%97%E7%A2%97%E7%B2%BF/data=!4m2!3m1!1s0x3469b33c882811eb:0x1bef8e87def3797c,其他,想去的地點,否,17.24,150,
豪軒,30272台灣新竹縣竹北市東平里嘉豐五路二段131號1樓,https://www.google.com/maps/place/%E8%B1%AA%E8%BB%92/data=!4m2!3m1!1s0x34683744358788fb:0x83a413fb0a6913f7,其他,想去的地點,否,5.24,150,Heng
鰻軒,302台灣新竹縣竹北市鹿場里成功八路216號,https://www.google.com/maps/place/%E9%B0%BB%E8%BB%92/data=!4m2!3m1!1s0x346837328dddd3b5:0x363be8df2a348cfb,其他,想去的地點,否,4.66,150,Heng
香再來鹽酥雞(大腸/鮮蚵/肉羹麵線),244台灣新北市林口區仁愛里文化二路一段358號,https://www.google.com/maps/place/%E9%A6%99%E5%86%8D%E4%BE%86%E9%B9%BD%E9%85%A5%E9%9B%9E(%E5%A4%A7%E8%85%B8%2F%E9%AE%AE%E8%9A%B5%2F%E8%82%89%E7%BE%B9%E9%BA%B5%E7%B7%9A)/data=!4m2!3m1!1s0x3442a7d19b3a9a1d:0x43997e62ad33da86,中式,想去的地點,否,49.57,120,
龍抄手涼麵,244台灣新北市林口區林口里中正路153號,https://www.google.com/maps/place/%E9%BE%8D%E6%8A%84%E6%89%8B%E6%B6%BC%E9%BA%B5/data=!4m2!3m1!1s0x3442a6e6f9de0ad7:0x89492a347d15d74,中式,想去的地點,否,51.28,120,
永豐活海鮮餐廳-宜蘭 人氣美食 平價特色生猛海鮮餐廳 必吃中式料理 公司家庭聚餐 團體合菜 桌菜 活物料理 喜慶宴會 春酒尾牙場地 雜誌熱門首選推薦,270台灣宜蘭縣蘇澳鎮蘇東里蘇東北路1-7號,https://www.google.com/maps/place/%E6%B0%B8%E8%B1%90%E6%B4%BB%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3-%E5%AE%9C%E8%98%AD+%E4%BA%BA%E6%B0%A3%E7%BE%8E%E9%A3%9F+%E5%B9%B3%E5%83%B9%E7%89%B9%E8%89%B2%E7%94%9F%E7%8C%9B%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3+%E5%BF%85%E5%90%83%E4%B8%AD%E5%BC%8F%E6%96%99%E7%90%86+%E5%85%AC%E5%8F%B8%E5%AE%B6%E5%BA%AD%E8%81%9A%E9%A4%90+%E5%9C%98%E9%AB%94%E5%90%88%E8%8F%9C+%E6%A1%8C%E8%8F%9C+%E6%B4%BB%E7%89%A9%E6%96%99%E7%90%86+%E5%96%9C%E6%85%B6%E5%AE%B4%E6%9C%83+%E6%98%A5%E9%85%92%E5%B0%BE%E7%89%99%E5%A0%B4%E5%9C%B0+%E9%9B%9C%E8%AA%8C%E7%86%B1%E9%96%80%E9%A6%96%E9%81%B8%E6%8E%A8%E8%96%A6/data=!4m2!3m1!1s0x3467e83554930b3d:0x9a927f387c288482,中式,想去的地點,否,92.41,450,yt猩弟，打魚翔哥，賴爸
Kobe Beef HAKATANOOUKA honten,"日本〒812-0026 Fukuoka, Hakata Ward, Kamikawabatamachi, 10−255 1・2F",https://www.google.com/maps/place/Kobe+Beef+HAKATANOOUKA+honten/data=!4m2!3m1!1s0x354191b03cc9cfbb:0x25a139f8f49e191e,其他,想去的地點,否,1336.99,150,om推薦
蕭記大餛飩,112台灣臺北市北投區振華里裕民一路40巷21號,https://www.google.com/maps/place/%E8%95%AD%E8%A8%98%E5%A4%A7%E9%A4%9B%E9%A3%A9/data=!4m2!3m1!1s0x3442ae8c68f65b5b:0x3a729a2bd323b0f2,中式,想去的地點,否,64.18,120,
島牛燒肉,"2 Chome-4-15 Matsuyama, Naha, Okinawa 900-0032日本",https://www.google.com/maps/place/%E5%B3%B6%E7%89%9B%E7%87%92%E8%82%89/data=!4m2!3m1!1s0x34e5697896ac9231:0x9aafb42507f9b3cf,其他,想去的地點,否,690.96,150,
玉山麵,306台灣新竹縣關西鎮東興里正義路12號306,https://www.google.com/maps/place/%E7%8E%89%E5%B1%B1%E9%BA%B5/data=!4m2!3m1!1s0x34683ecc2382a21b:0x42b94563b52f2f4b,中式,想去的地點,否,20.64,120,
文化城牛肉麵,302台灣新竹縣竹北市文化里光明一路486號,https://www.google.com/maps/place/%E6%96%87%E5%8C%96%E5%9F%8E%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m2!3m1!1s0x34683694b6c239eb:0xd7e006dc7d5c3031,中式,想去的地點,否,4.09,120,ig
三漫食義SANMAN PASTA,350台灣苗栗縣竹南鎮大埔里科專五路246號,https://www.google.com/maps/place/%E4%B8%89%E6%BC%AB%E9%A3%9F%E7%BE%A9SANMAN+PASTA/data=!4m2!3m1!1s0x34684de4fa8e069f:0xcc12db4c8a90c668,義式,想去的地點,否,13.83,350,
Yakiniku KITAN Minamisenba main store,"日本〒542-0081 Osaka, Chuo Ward, Minamisenba, 4 Chome−11−22 B1FYOCビル 4-11-22-B1F Minamisenba, Chuo-ku, Osaka",https://www.google.com/maps/place/Yakiniku+KITAN+Minamisenba+main+store/data=!4m2!3m1!1s0x6000e78ec59711a1:0xbf4353e0044fd101,其他,想去的地點,否,1776.59,150,
川業肉圓(Chuan-yeh),108台灣臺北市萬華區廣州街165號1樓,https://www.google.com/maps/place/%E5%B7%9D%E6%A5%AD%E8%82%89%E5%9C%93(Chuan-yeh)/data=!4m2!3m1!1s0x3442a9bdfec3c8d9:0x5d4d165c09029c8a,中式,想去的地點,否,58.6,120,
漢王薑母鴨 新竹林森路（九尾雞.薑母雞.菜脯雞）,300台灣新竹市北區林森路272號,https://www.google.com/maps/place/%E6%BC%A2%E7%8E%8B%E8%96%91%E6%AF%8D%E9%B4%A8+%E6%96%B0%E7%AB%B9%E6%9E%97%E6%A3%AE%E8%B7%AF%EF%BC%88%E4%B9%9D%E5%B0%BE%E9%9B%9E.%E8%96%91%E6%AF%8D%E9%9B%9E.%E8%8F%9C%E8%84%AF%E9%9B%9E%EF%BC%89/data=!4m2!3m1!1s0x346835e07dc2a68f:0x873c71c3647e3d8f,其他,想去的地點,否,2.34,150,
高林鐵板燒-健行店,403台灣臺中市西區忠明里健行路1006號,https://www.google.com/maps/place/%E9%AB%98%E6%9E%97%E9%90%B5%E6%9D%BF%E7%87%92-%E5%81%A5%E8%A1%8C%E5%BA%97/data=!4m2!3m1!1s0x34693d82d9447d99:0x585221edac225d93,其他,想去的地點,否,79.69,150,
市井蠔門 漁夫廚房,300台灣新竹市東區文華里北大路40巷25號,https://www.google.com/maps/place/%E5%B8%82%E4%BA%95%E8%A0%94%E9%96%80+%E6%BC%81%E5%A4%AB%E5%BB%9A%E6%88%BF/data=!4m2!3m1!1s0x3468350011fc60b5:0xd54697b45044a02e,其他,想去的地點,否,0.33,150,
雅室牛排 仁愛圓環店,106台灣臺北市大安區建倫里仁愛路四段105巷1號,https://www.google.com/maps/place/%E9%9B%85%E5%AE%A4%E7%89%9B%E6%8E%92+%E4%BB%81%E6%84%9B%E5%9C%93%E7%92%B0%E5%BA%97/data=!4m2!3m1!1s0x3442abcf0b943a1b:0xa355aaa445fdef1,美式,想去的地點,否,63.15,400,
"伍柒吉鴨魯雞飯11月公休日17, 24",300台灣新竹市東區新莊里光復路一段366號,"https://www.google.com/maps/place/%E4%BC%8D%E6%9F%92%E5%90%89%E9%B4%A8%E9%AD%AF%E9%9B%9E%E9%A3%AF11%E6%9C%88%E5%85%AC%E4%BC%91%E6%97%A517,+24/data=!4m2!3m1!1s0x34683700163cc0bf:0x473a22c0af148eca",中式,想去的地點,否,5.52,120,
蘇阿姨比薩屋,106台灣臺北市大安區正聲里光復南路300號,https://www.google.com/maps/place/%E8%98%87%E9%98%BF%E5%A7%A8%E6%AF%94%E8%96%A9%E5%B1%8B/data=!4m2!3m1!1s0x3442abc7d162c2b9:0x4fd9d539b2ed4916,義式,想去的地點,否,63.88,350,"加量起司
Heng"
船艙せんしつ《無菜單料理》北屯區懷石料理｜高級｜高檔｜頂級｜創意日料｜板前料理｜約會餐廳,406台灣臺中市北屯區水景里松竹五路一段65號,https://www.google.com/maps/place/%E8%88%B9%E8%89%99%E3%81%9B%E3%82%93%E3%81%97%E3%81%A4%E3%80%8A%E7%84%A1%E8%8F%9C%E5%96%AE%E6%96%99%E7%90%86%E3%80%8B%E5%8C%97%E5%B1%AF%E5%8D%80%E6%87%B7%E7%9F%B3%E6%96%99%E7%90%86%EF%BD%9C%E9%AB%98%E7%B4%9A%EF%BD%9C%E9%AB%98%E6%AA%94%EF%BD%9C%E9%A0%82%E7%B4%9A%EF%BD%9C%E5%89%B5%E6%84%8F%E6%97%A5%E6%96%99%EF%BD%9C%E6%9D%BF%E5%89%8D%E6%96%99%E7%90%86%EF%BD%9C%E7%B4%84%E6%9C%83%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x34691700107b6343:0x65a7f4efb855097a,其他,想去的地點,否,76.38,150,"賴爸
正宗懷石料理"
穆記牛肉麵,110台灣臺北市信義區三張里吳興街239號,https://www.google.com/maps/place/%E7%A9%86%E8%A8%98%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m2!3m1!1s0x3442abb4c4c123cb:0xa8b0a144b809e6c4,中式,想去的地點,否,63.96,120,綿羊
桃源街老王記牛肉麵店,100台灣臺北市中正區建國里桃源街15號,https://www.google.com/maps/place/%E6%A1%83%E6%BA%90%E8%A1%97%E8%80%81%E7%8E%8B%E8%A8%98%E7%89%9B%E8%82%89%E9%BA%B5%E5%BA%97/data=!4m2!3m1!1s0x3442a90a4d542297:0x4709fd8c83c8d91d,中式,想去的地點,否,59.67,120,綿羊料理
温(溫）師傅炸雞,302台灣新竹縣竹北市竹仁里仁愛街80號,https://www.google.com/maps/place/%E6%B8%A9(%E6%BA%AB%EF%BC%89%E5%B8%AB%E5%82%85%E7%82%B8%E9%9B%9E/data=!4m2!3m1!1s0x346836c06fc307e5:0xd35d1c99c35f1232,其他,想去的地點,否,4.52,150,
地坊餐廳,401台灣臺中市東區新庄里復興路四段17巷12號1樓,https://www.google.com/maps/place/%E5%9C%B0%E5%9D%8A%E9%A4%90%E5%BB%B3/data=!4m2!3m1!1s0x34693da596b9104f:0xf87186ae861eaa99,其他,想去的地點,否,81.21,150,超認真少年
台中肉員,402台灣臺中市南區長春里復興路三段529號,https://www.google.com/maps/place/%E5%8F%B0%E4%B8%AD%E8%82%89%E5%93%A1/data=!4m2!3m1!1s0x34693d05a0945373:0x3514777aba6b24a2,中式,想去的地點,否,81.32,120,"超認真少年
肉圓+綜合湯，肉圓吃完醬拌冬粉"
清心木瓜牛乳,402台灣臺中市南區城隍里忠孝路232號,https://www.google.com/maps/place/%E6%B8%85%E5%BF%83%E6%9C%A8%E7%93%9C%E7%89%9B%E4%B9%B3/data=!4m2!3m1!1s0x34693d1767a08207:0xfd69db564145d7a3,其他,想去的地點,否,81.65,150,"超認真少年
烤土司"
怪獸披薩 MONSTER PIZZA (Slice N’ Dice),402台灣臺中市南區城隍里忠孝路183號,https://www.google.com/maps/place/%E6%80%AA%E7%8D%B8%E6%8A%AB%E8%96%A9+MONSTER+PIZZA+(Slice+N%E2%80%99+Dice)/data=!4m2!3m1!1s0x34693d19fc4d203b:0xef7eb469eaf6a96,義式,想去的地點,否,81.71,350,超認真少年
炎伯紅茶冰,402台灣臺中市南區城隍里忠孝路196-4號,https://www.google.com/maps/place/%E7%82%8E%E4%BC%AF%E7%B4%85%E8%8C%B6%E5%86%B0/data=!4m2!3m1!1s0x34693d19f9a52299:0xb190529191f36019,其他,想去的地點,否,81.74,150,超認真少年
徐大姊炸香香,402台灣臺中市南區城隍里忠孝路181號,https://www.google.com/maps/place/%E5%BE%90%E5%A4%A7%E5%A7%8A%E7%82%B8%E9%A6%99%E9%A6%99/data=!4m2!3m1!1s0x34693d19feea1e53:0x7f3f83333a77084c,其他,想去的地點,否,81.71,150,超認真少年
味泉米糕,402台灣臺中市南區城隍里忠孝路151號,https://www.google.com/maps/place/%E5%91%B3%E6%B3%89%E7%B1%B3%E7%B3%95/data=!4m2!3m1!1s0x34693d1a43c9ce0d:0x3ee287c31d8ae056,中式,想去的地點,否,81.88,120,超認真少年
茗陽甘蔗牛奶大王,402台灣臺中市南區忠孝路與合作街交叉口,https://www.google.com/maps/place/%E8%8C%97%E9%99%BD%E7%94%98%E8%94%97%E7%89%9B%E5%A5%B6%E5%A4%A7%E7%8E%8B/data=!4m2!3m1!1s0x34693d1a43f7bd83:0xebdd9493aa93859c,其他,想去的地點,否,81.88,150,超認真少年
真好味東山鴨頭,402台灣臺中市南區城隍里忠孝路151號,https://www.google.com/maps/place/%E7%9C%9F%E5%A5%BD%E5%91%B3%E6%9D%B1%E5%B1%B1%E9%B4%A8%E9%A0%AD/data=!4m2!3m1!1s0x34693d1a410a84bb:0x2db387cc6e60a587,其他,想去的地點,否,81.88,150,"超認真少年
鴨舌鴨腸米血"
正老牌臭豆腐麵線糊,402台灣臺中市南區城隍里合作街70之2號,https://www.google.com/maps/place/%E6%AD%A3%E8%80%81%E7%89%8C%E8%87%AD%E8%B1%86%E8%85%90%E9%BA%B5%E7%B7%9A%E7%B3%8A/data=!4m2!3m1!1s0x34693d1a69e1e18d:0xb011f7f9b9f7764,中式,想去的地點,否,81.87,120,超認真少年
歡聚堂串燒 ｜精釀啤酒,302台灣新竹縣竹北市北興里十興路一段211號1樓,https://www.google.com/maps/place/%E6%AD%A1%E8%81%9A%E5%A0%82%E4%B8%B2%E7%87%92+%EF%BD%9C%E7%B2%BE%E9%87%80%E5%95%A4%E9%85%92/data=!4m2!3m1!1s0x3468376eea16836d:0xc01b12e9108e81f7,日式,想去的地點,否,5.63,300,
天下第一窯烤雞,262台灣宜蘭縣礁溪鄉三民村礁溪路三段42號,https://www.google.com/maps/place/%E5%A4%A9%E4%B8%8B%E7%AC%AC%E4%B8%80%E7%AA%AF%E7%83%A4%E9%9B%9E/data=!4m2!3m1!1s0x3467fafd8f4b493d:0x20e5f904d64c7296,其他,想去的地點,否,79.94,150,
萱吉夫婦-公休日請查看ig,350台灣苗栗縣竹南鎮營盤里自由街106號,https://www.google.com/maps/place/%E8%90%B1%E5%90%89%E5%A4%AB%E5%A9%A6-%E5%85%AC%E4%BC%91%E6%97%A5%E8%AB%8B%E6%9F%A5%E7%9C%8Big/data=!4m2!3m1!1s0x3469b3006d8cb461:0xa5f0c95387062a06,其他,想去的地點,否,17.37,150,
瑞盛客家米食 | 苗栗伴手禮 頭份美食 頭份名產 頭份甜點 苗栗麻糬苗栗客家米食 附近美食 苗栗美食推薦,351台灣苗栗縣頭份市合興里中央路598號,https://www.google.com/maps/place/%E7%91%9E%E7%9B%9B%E5%AE%A2%E5%AE%B6%E7%B1%B3%E9%A3%9F+%7C+%E8%8B%97%E6%A0%97%E4%BC%B4%E6%89%8B%E7%A6%AE+%E9%A0%AD%E4%BB%BD%E7%BE%8E%E9%A3%9F+%E9%A0%AD%E4%BB%BD%E5%90%8D%E7%94%A2+%E9%A0%AD%E4%BB%BD%E7%94%9C%E9%BB%9E+%E8%8B%97%E6%A0%97%E9%BA%BB%E7%B3%AC%E8%8B%97%E6%A0%97%E5%AE%A2%E5%AE%B6%E7%B1%B3%E9%A3%9F+%E9%99%84%E8%BF%91%E7%BE%8E%E9%A3%9F+%E8%8B%97%E6%A0%97%E7%BE%8E%E9%A3%9F%E6%8E%A8%E8%96%A6/data=!4m2!3m1!1s0x3469b3555aca1e05:0xadfbd82d3825685a,其他,想去的地點,否,15.72,150,
朋穀麵包,350台灣苗栗縣竹南鎮竹興里博愛街463號,https://www.google.com/maps/place/%E6%9C%8B%E7%A9%80%E9%BA%B5%E5%8C%85/data=!4m2!3m1!1s0x3469b3f73ff0005b:0x501e0158188b89fd,中式,想去的地點,否,17.89,120,
NS cucina（BISTRO by Nelson）,302台灣新竹縣竹北市文化里吳濁流路83號,https://www.google.com/maps/place/NS+cucina%EF%BC%88BISTRO+by+Nelson%EF%BC%89/data=!4m2!3m1!1s0x346836eb957b3305:0xb1f79a6ea26ba667,中式,想去的地點,否,4.42,120,千層麵
北方味牛肉麵,300111台灣新竹市香山區朝山里中華路五段830號,https://www.google.com/maps/place/%E5%8C%97%E6%96%B9%E5%91%B3%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m2!3m1!1s0x34684b74b192f37b:0x2eaf4eb8f470a2b5,中式,想去的地點,否,8.52,120,電車吃漢
三輪車小吃,300台灣新竹市香山區香山里大庄路56-6號,https://www.google.com/maps/place/%E4%B8%89%E8%BC%AA%E8%BB%8A%E5%B0%8F%E5%90%83/data=!4m2!3m1!1s0x34684a9d9e908409:0x34dc4c87f633ce14,中式,想去的地點,否,5.51,120,電車吃漢
蚵舉壯元,300台灣新竹市香山區美山里中華路五段322號,https://www.google.com/maps/place/%E8%9A%B5%E8%88%89%E5%A3%AF%E5%85%83/data=!4m2!3m1!1s0x34684a97e30e7389:0xc146a2af515173a5,其他,想去的地點,否,6.72,150,電車吃漢
